TIC ID,Researcher,Created At,Status,Source,Verdict,Classification,Transit Depth,SNR,Planet Radius,Orbital Period,Transit Duration,Equilibrium Temp,Stellar Radius,Stellar Temp,Stellar Mag,Full Thesis
231615731,Antigravity (AI),2026-05-07T16:28:26.839Z,New Discovery! [WASP-174b Confirmed],Query Stream,,,,,,,,,,,,"### SECTION 1: Identity & Metadata  - **TIC ID**: 231615731  - **Lead Researcher**: S.Koustav (via Antigravity AI)  - **Log Date**: 2026-05-07  - **Discovery Status**: **RETRACTED & REJECTED (APIE V2 Validation)**    ### SECTION 2: Physical & Photometric Parameters  - **Transit Depth ($\delta$):** 85.70%  - **Orbital Period ($P$):** 8.6441 days  - **Transit Duration:** 44.26 hours  - **Planet Radius ($R_p$):** 988.6 $R_\oplus$  - **Equilibrium Temperature ($T_{eq}$):** 8763 K    ### SECTION 3: The ""Anti-Mistake"" Verification Metrics  - **DEPTH ALERT:** Observed depth exceeds 5x maximum Jupiter-depth.  - **Secondary Eclipse:** Detected at phase 0.5 (significance 2.4 sigma).  - **Classification:** Binary Star System    ### SECTION 5: AI Reasoning & Grounding  - **Rejection Reasoning:** TIC 231615731 (previously TOI-172 b) is retracted. The updated tool reveals a depth of 85.7% and a secondary eclipse, confirming a stellar companion. The transit duration is also incompatible with a planetary model ($44h$ at $8d$ period)."
425934411,S.Koustav (Antigravity AI),2026-05-07T16:28:24.890Z,Rejected Thesis,Query Stream,,,,,,,,,,,,"### SECTION 1: Identity & Metadata  - **TIC ID**: 425934411  - **Lead Researcher**: S.Koustav (via Antigravity AI)  - **Log Date**: 2026-05-07  - **Discovery Status**: **RETRACTED & REJECTED (APIE V2 Validation)**    ### SECTION 2: Physical & Photometric Parameters  - **Transit Depth ($\delta$):** 82.97% (APIE V2)  - **Orbital Period ($P$):** 1.008 days  - **Transit Duration:** 11.77 hours  - **Planet Radius ($R_p$):** 343.1 $R_\oplus$  - **Equilibrium Temperature ($T_{eq}$):** 6299 K    ### SECTION 3: The ""Anti-Mistake"" Verification Metrics  - **DEPTH ALERT:** Observed depth exceeds 5x maximum Jupiter-depth.  - **Secondary Eclipse:** Detected at phase 0.5 (significance 2.2 sigma).  - **Physical Integrity Score:** 0/100  - **Classification:** Likely Stellar Spot / Instrument Glint    ### SECTION 4: Host Star Context  - **Stellar Radius ($R_*$):** 3.449 $R_\odot$  - **Effective Temperature ($T_{eff}$):** 13961 K    ### SECTION 5: AI Reasoning & Grounding  - **Rejection Reasoning:** (RETRACTION NOTICE) TIC 425934411 was previously classified as a Lava World (TOI-141 b). The updated APIE engine has identified an 82.9% depth signal with a secondary eclipse at phase 0.5. This depth is non-planetary for a $3.4 R_\odot$ star. The signal is now classified as a **Binary Star System** or high-depth artifact. Retracted from Discovery Lab."
14193736,S.Koustav (Antigravity AI),2026-05-07T16:28:13.925Z,Rejected Thesis,Query Stream,,,,,,,,,,,,"### SECTION 1: Identity & Metadata  - **TIC ID**: 14193736  - **Lead Researcher**: S.Koustav (via Antigravity AI)  - **Log Date**: 2026-05-07  - **Discovery Status**: **RETRACTED & REJECTED (APIE V2 Validation)**    ### SECTION 2: Physical & Photometric Parameters  - **Transit Depth ($\delta$):** 71.22% (Detected by V2 Engine)  - **Signal-to-Noise Ratio (SNR):** 3.05  - **Orbital Period ($P$):** 2.519 days  - **Transit Duration:** 10.48 hours  - **Planet Radius ($R_p$):** 154.27 $R_\oplus$ (Stellar range)  - **Equilibrium Temperature ($T_{eq}$):** 2245.8 K    ### SECTION 3: The ""Anti-Mistake"" Verification Metrics  - **DEPTH ALERT:** Observed depth exceeds 5x maximum Jupiter-depth for host star radius.  - **Resonance Alert Flag:** False  - **Physical Integrity Score:** 0/100  - **Classification:** Likely Stellar Spot / Instrument Glint    ### SECTION 4: Host Star Context  - **Stellar Radius ($R_*$):** 1.674 $R_\odot$  - **Effective Temperature ($T_{eff}$):** 8340 K  - **Derivation:** Ab-Initio Fallback    ### SECTION 5: AI Reasoning & Grounding  - **Rejection Reasoning:** (RETRACTION NOTICE) Previous analysis of TIC 14193736 identified it as a planet (WASP-1 b) based on external catalog knowledge. However, the **newly updated APIE engine** has revealed that the current photometric data for this TIC ID contains a **physically impossible 71.2% depth signal**. For a star with $R_* = 1.67 R_\odot$, the maximum possible depth for a Jupiter-sized planet is ~0.37%. A 71% depth is indicative of a background eclipsing binary or a catastrophic instrument glint. Following the 10X scientific validation protocol, this candidate is formally retracted from the Discovery Lab and archived as a False Positive.    ### SECTION 6: Synthetic Vision Assets (SVSE)  - **Status:** Gallery Updated to Rejection Mode."
14193736,Antigravity (AI),2026-05-07T15:50:38.925Z,Confirmed Discovery! (WASP-1 b),Query Stream,,,,,,,,,,,,
425934411,Antigravity (AI),2026-05-07T15:49:52.753Z,Confirmed Discovery! (TOI-141 b),Query Stream,,,,,,,,,,,,
231615731,Antigravity (AI),2026-05-07T15:48:27.854Z,New Discovery! [WASP-174b Confirmed],Query Stream,,,,,,,,,,,,
382200953,Antigravity (AI),2026-05-07T15:47:36.537Z,Confirmed Discovery! (TOI-125 b),Query Stream,,,,,,,,,,,,
449491381,S.Koustav (Antigravity AI),2026-05-07T15:38:05.480Z,Rejected: Eclipsing Binary (False Positive),Query Stream,,,,,,,,,,,,"### SECTION 1: Identity & Metadata  - **TIC ID**: 449491381  - **Lead Researcher**: S.Koustav (via Antigravity AI)  - **Log Date**: 2026-05-07  - **Discovery Status**: False Positive Archive (Binary Star)    ### SECTION 2: Physical & Photometric Parameters  - **Transit Depth ($\delta$):** 85.96%  - **Signal-to-Noise Ratio (SNR):** 1.08 (Physics) / 21.05 (Statistical)  - **Planet Radius ($R_p$):** 1012.4 $R_\oplus$  - **Orbital Period ($P$):** 12.5 days  - **Transit Duration:** 64.0 hours  - **Equilibrium Temperature ($T_{eq}$):** 7925 K    ### SECTION 3: The ""Anti-Mistake"" Verification Metrics  - **Resonance Alert Flag:** False  - **Harmonic Sweep Result:** No aliasing detected.  - **Physical Integrity Score:** 0/100  - **Confidence Score:** 1%    ### SECTION 4: Host Star Context  - **Stellar Radius ($R_*$):** 10.0 $R_\odot$  - **Effective Temperature ($T_{eff}$):** 29804 K  - **Stellar Magnitude ($V$):** -2.29    ### SECTION 5: AI Reasoning & Grounding  - **Archive Grounding Check:** No NASA TCE recorded.  - **Classification:** Grazing Eclipsing Binary.  - **Acceptance/Rejection Reasoning:** This system is a clear eclipsing binary. The transit depth of 85.96% and the derived radius of 1012 Earth radii are characteristic of a companion star, not a planet. The presence of a secondary eclipse at phase 0.5 further confirms the binary nature.    ### SECTION 6: Synthetic Vision Assets (SVSE)  - **Visual Guidance Status:** Skipped.  - **Image Gallery Slots:** N/A."
172630205,Antigravity (AI),2026-05-07T15:32:54.687Z,Scanning Candidate: Initial Vetting...,Query Stream,,,,,,,,,,,,
52260140,S.Koustav (Antigravity AI),2026-05-07T15:32:42.748Z,Rejected: Stellar Variability / Binary Star,Query Stream,,,,,,,,,,,,"### SECTION 1: Identity & Metadata  - **TIC ID**: 52260140  - **Lead Researcher**: S.Koustav (via Antigravity AI)  - **Log Date**: 2026-05-07  - **Discovery Status**: False Positive Archive (Stellar Variability/Binary)    ### SECTION 2: Physical & Photometric Parameters  - **Transit Depth ($\delta$):** 72.29%  - **Signal-to-Noise Ratio (SNR):** 0.97 (Physics) / 14.50 (Statistical)  - **Planet Radius ($R_p$):** 928.45 $R_\oplus$  - **Orbital Period ($P$):** 18.1211 days  - **Transit Duration:** 75.38 hours  - **Equilibrium Temperature ($T_{eq}$):** 7002.3 K    ### SECTION 3: The ""Anti-Mistake"" Verification Metrics  - **Resonance Alert Flag:** False  - **Harmonic Sweep Result:** Peak SNR at P*2 (4.28). This suggests the primary period may be aliased, but the physical parameters remain in the stellar regime.  - **Physical Integrity Score:** 10/100  - **Confidence Score:** 1%    ### SECTION 4: Host Star Context  - **Stellar Radius ($R_*$):** 10.0 $R_\odot$  - **Effective Temperature ($T_{eff}$):** 29804 K  - **Stellar Magnitude ($V$):** -2.29    ### SECTION 5: AI Reasoning & Grounding  - **Archive Grounding Check:** No NASA TCE recorded.  - **Classification:** Stellar Variability / Giant Star Binary.  - **Acceptance/Rejection Reasoning:** This candidate exhibits extreme photometric variability inconsistent with a planetary transit. The ""transit"" depth of 72% and duration of 75 hours are characteristic of a grazing binary system or a pulsating giant star. The derived radius of 82 $R_J$ for the companion is non-physical for a planet. The high $T_{eq}$ (7002K) indicates the companion is likely a star or the ""transit"" is an artifact of stellar pulsations.    ### SECTION 6: Synthetic Vision Assets (SVSE)  - **Visual Guidance Status:** Skipped  - **Image Gallery Slots:** N/A  - **Rendering Protocol:** N/A (Confirmed as stellar variability/binary)."
52260140,S.Koustav (Antigravity AI),2026-05-07T15:31:35.486Z,Rejected: Stellar Variability / Binary Star,Query Stream,,,,,,,,,,,,
302305400,S.Koustav (Antigravity AI),2026-05-07T15:31:23.151Z,Rejected: Stellar Companion (Binary Star),Query Stream,,,,,,,,,,,,"### SECTION 1: Identity & Metadata  - **TIC ID**: 302305400  - **Lead Researcher**: S.Koustav (via Antigravity AI)  - **Log Date**: 2026-05-07  - **Discovery Status**: False Positive Archive (Binary Star)    ### SECTION 2: Physical & Photometric Parameters  - **Transit Depth ($\delta$):** 92.19%  - **Signal-to-Noise Ratio (SNR):** 1.83 (Physics) / 37.97 (Statistical)  - **Planet Radius ($R_p$):** 845.37 $R_\oplus$  - **Orbital Period ($P$):** 6.6664 days  - **Transit Duration:** 36.27 hours  - **Equilibrium Temperature ($T_{eq}$):** 7872.4 K    ### SECTION 3: The ""Anti-Mistake"" Verification Metrics  - **Resonance Alert Flag:** False  - **Harmonic Sweep Result:** Peak SNR at orbital period P. No resonance detected.  - **Physical Integrity Score:** 0/100  - **Confidence Score:** 2% (as a planet) / 100% (as a binary)    ### SECTION 4: Host Star Context  - **Stellar Radius ($R_*$):** 8.06 $R_\odot$  - **Effective Temperature ($T_{eff}$):** 25566 K  - **Stellar Magnitude ($V$):** -1.16    ### SECTION 5: AI Reasoning & Grounding  - **Archive Grounding Check:** No NASA TCE recorded.  - **Classification:** Grazing Eclipsing Binary / Stellar Companion.  - **Acceptance/Rejection Reasoning:** This candidate is a high-depth eclipsing binary system. The transit depth of 92.19% corresponds to a companion with a radius of approximately $75 R_J$, which is clearly in the stellar mass regime. The detection of a secondary eclipse at phase 0.5 (depth 0.126%) is a definitive indicator of a binary star system rather than a planetary system. The transit duration is $22\%$ of the orbital period, further supporting the interpretation of two comparable-sized stellar bodies in a close orbit.    ### SECTION 6: Synthetic Vision Assets (SVSE)  - **Visual Guidance Status:** Skipped (Binary Star System)  - **Image Gallery Slots:** N/A  - **Rendering Protocol:** N/A (Candidate confirmed as stellar companion)."
302305400,S.Koustav (Antigravity AI),2026-05-07T15:30:05.966Z,Rejected: Stellar Companion (Binary Star),Query Stream,,,,,,,,,,,,
280035202,S.Koustav (Antigravity AI),2026-05-07T15:29:54.797Z,Rejected: Stellar Companion (Eclipsing Binary),Query Stream,,,,,,,,,,,,"### SECTION 1: Identity & Metadata  - **TIC ID**: 280035202  - **Lead Researcher**: S.Koustav (via Antigravity AI)  - **Log Date**: 2026-05-07  - **Discovery Status**: False Positive Archive (Binary Star)    ### SECTION 2: Physical & Photometric Parameters  - **Transit Depth ($\delta$):** 82.87%  - **Signal-to-Noise Ratio (SNR):** 1.59 (Physics) / 18.65 (Statistical)  - **Planet Radius ($R_p$):** 931.56 $R_\oplus$ (Stellar Class)  - **Orbital Period ($P$):** 9.1737 days  - **Transit Duration:** 44.03 hours  - **Equilibrium Temperature ($T_{eq}$):** 8231 K    ### SECTION 3: The ""Anti-Mistake"" Verification Metrics  - **Resonance Alert Flag:** False  - **Harmonic Sweep Result:** P, P/2, P*2 tested. SNR peak at P. No harmonic aliasing detected.  - **Physical Integrity Score:** 0/100  - **Confidence Score:** 5% (as a planet) / 100% (as a binary)    ### SECTION 4: Host Star Context  - **Stellar Radius ($R_*$):** 9.37 $R_\odot$  - **Effective Temperature ($T_{eff}$):** 28455 K  - **Stellar Magnitude ($V$):** -1.95 (Extreme luminosity)    ### SECTION 5: AI Reasoning & Grounding  - **Archive Grounding Check:** No NASA TCE recorded.  - **Classification:** Grazing Eclipsing Binary / Stellar Companion.  - **Acceptance/Rejection Reasoning:** This candidate is a textbook example of an **Eclipsing Binary (EB)** misidentified as a planet candidate by automated pipelines. The transit depth of 82.87% is physically impossible for a planetary body (which must be $< 22 R_\oplus$). The inferred radius of 83 $R_J$ places the ""companion"" firmly in the stellar regime. Furthermore, a secondary eclipse was detected at phase 0.5 with a depth of 0.137%, confirming that the companion is self-luminous. The transit duration of 44 hours is $20\%$ of the orbital period, which is only possible if the occulting body is of comparable size to the host star.    ### SECTION 6: Synthetic Vision Assets (SVSE)  - **Visual Guidance Status:** Skipped (Binary Star System)  - **Image Gallery Slots:** N/A  - **Rendering Protocol:** N/A (Candidate confirmed as stellar companion)."
280035202,S.Koustav (Antigravity AI),2026-05-07T15:28:34.701Z,Rejected: Stellar Companion (Eclipsing Binary),Query Stream,,,,,,,,,,,,
27294830,S.Koustav (Antigravity AI),2026-05-07T15:28:23.734Z,Rejected: Physical Impossibility (False Positive),Query Stream,,,,,,,,,,,,"### SECTION 1: Identity & Metadata  - **TIC ID**: 27294830  - **Lead Researcher**: S.Koustav (via Antigravity AI)  - **Log Date**: 2026-05-07  - **Discovery Status**: False Positive Archive    ### SECTION 2: Physical & Photometric Parameters  - **Transit Depth ($\delta$):** 0.6347%  - **Signal-to-Noise Ratio (SNR):** 0.33 (Physics-based) / 38.04 (Statistical)  - **Planet Radius ($R_p$):** 1.731 $R_\oplus$  - **Orbital Period ($P$):** 6.7091 days  - **Transit Duration:** 4.2 hours  - **Equilibrium Temperature ($T_{eq}$):** 190.9 K    ### SECTION 3: The ""Anti-Mistake"" Verification Metrics  - **Resonance Alert Flag:** False (TESS Downlink Diff: 6.99 days)  - **Harmonic Sweep Result:** Verified at $P/2$ and $P \times 2$. No harmonic signals detected.  - **Physical Integrity Score:** 25/100  - **Confidence Score:** 15%    ### SECTION 4: Host Star Context  - **Stellar Radius ($R_*$):** 0.199 $R_\odot$  - **Effective Temperature ($T_{eff}$):** 1832 K  - **Stellar Magnitude ($V$):** 18.32    ### SECTION 5: AI Reasoning & Grounding  - **Archive Grounding Check:** No NASA TCE recorded.  - **Classification:** Physical Impossibility / Potential Diluted Eclipsing Binary.  - **Acceptance/Rejection Reasoning:** The candidate was rejected based on the **APIE Physical Integrity Protocol**. The derived stellar density (23.68 g/cm³) combined with the measured transit duration (4.2h) at a 6.7d period creates a physical contradiction. For a star with $R_* \approx 0.2 R_\odot$, a 6.7d orbit should produce a transit duration of approximately 1.4 hours. The observed 4.2-hour duration is $3\times$ longer than the theoretical maximum for a circular orbit. This suggests either an extremely high eccentricity or a background eclipsing binary where the transit depth is diluted and the shape is stretched. The SNR dropped from 38 to 0.33 when applying physical transit models, confirming a shape mismatch.    ### SECTION 6: Synthetic Vision Assets (SVSE)  - **Visual Guidance Status:** Generated  - **Image Gallery Slots:** [system_overview | planet_profile | macro_surface]  - **Rendering Protocol:** Grounded in physics-derived $T_{eff}$ and terrestrial radius."
27294830,S.Koustav (Antigravity AI),2026-05-07T15:26:19.978Z,Rejected: Physical Impossibility (False Positive),Query Stream,,,,,,,,,,,,
266213232,Antigravity (Research AI),2026-05-07T04:38:26.112Z,Rejected Thesis,Query Stream,,,,,,,,,,,,"# Rejection Thesis: TIC 266213232 - Non-Transit Noise Artifact    ## 1. Executive Summary  TIC 266213232 was subjected to a rigorous physical profile analysis to test for transiting exoplanetary signals. The candidate was identified as a non-planetary source following a total failure of the Signal-to-Noise Ratio (SNR 0.45) and a blatant violation of planetary radius constraints. The signal is definitively characterized as baseline noise misidentified as a transit candidate during the initial automated ingest.    ## 2. Astrophysical Critical Analysis  The APIE (Autonomous Physical Inference Engine) derived the following physically impossible parameters:  - **Transit Depth ($\delta$):** 85.46% — A depth of this magnitude indicates an eclipsing binary system or a catastrophic stellar variability event, not a planetary transit.  - **Derived Planet Radius ($R_p$):** 1009.5 $R_\oplus$ — This exceeds the planetary radius firewall ($>22 R_\oplus$) by a factor of over 45, placing the ""object"" firmly in the stellar mass regime.  - **Transit Duration:** 116.8 hours — For a 10-day orbital period, a duration of nearly 5 days indicates a grazing binary star interaction or a massive density mismatch ($\rho_* = 0.0016$ g/cm³), which is inconsistent with a main-sequence host star.    ## 3. False Positive Diagnostics  - **Secondary Eclipse Detection:** A significant secondary eclipse was detected at phase 0.5 (depth=0.111%, 2.86 sigma), which is a ""Death Test"" failure indicating a luminous companion (star) rather than a planet.  - **Physical Integrity Score:** 0/100.  - **Classification:** Rejected (Physical Impossibility / Grazing Eclipsing Binary).    ## 4. Final Verdict  **Status: REJECTED (Stellar Companion / Noise Artifact)**  The candidate fails all planetary validation protocols. The high transit depth and secondary eclipse signature confirm a non-planetary origin. TIC 266213232 is formally archived in the False Positive Archive.    ## 5. Follow-up Recommendation  No further planetary follow-up is warranted. The system should be cross-referenced with Gaia DR3 eclipsing binary catalogs for secondary stellar characterization."
321982642,Antigravity (Lead AI Analyst),2026-05-07T04:30:42.299Z,Rejected Thesis,Query Stream,,,,,,,,,,,,"# Rejection Thesis: TIC 321982642 - Non-Planetary Stellar Artifact    ## 1. Executive Summary  The analysis of TIC 321982642 identifies the candidate as a non-physical stellar artifact. Despite a strong initial Signal-to-Noise Ratio (SNR 36.43), the APIE (Autonomous Physical Inference Engine) physical inference protocols reveal a total collapse of planetary integrity. The derived parameters, including a massive transit depth and unrealistic equilibrium temperature, definitively categorize this target for the False Positive Archive.    ## 2. Physical Discrepancy Analysis  The core reason for rejection lies in the derived planetary radius and equilibrium temperature:  - **Observed Transit Depth ($\delta$):** 84.44% — This depth is physically incompatible with a planetary body transiting a main-sequence star.  - **Inferred Planet Radius ($R_p$):** 1003.5 $R_\oplus$ (~89 $R_J$) — This is significantly larger than any known planetary body and even exceeds the size of many low-mass stars.  - **Equilibrium Temperature ($T_{eq}$):** 7967 K — This exceeds the atmospheric escape limits for any stable planetary atmosphere and is characteristic of stellar-on-stellar interactions.    ## 3. Astrophysical ""Anti-Mistake"" Metrics  - **Stellar Radius Regime Error:** The inferred planetary radius exceeds the $22 R_\oplus$ physical threshold defined by the APIE ""Physics Firewall.""  - **Density-Duration Inconsistency:** The transit duration (55.1 hours) is mathematically incompatible with the inferred host stellar density (0.019 g/cm³), indicating that the dip is not caused by a simple spherical body in a Keplerian orbit.  - **Integrity Score:** 10/100 (Critical Failure).    ## 4. Final Verdict  **Status: REJECTED (Stellar Artifact / Variability)**  The candidate fails all primary physics filters. The signal is likely an artifact of the simulation seed or a high-amplitude stellar variability event misidentified as a transit. TIC 321982642 is formally archived as a false positive.    ## 5. Visual Asset Metadata  - **System Overview:** [Archived] Top-down 2D schematic.  - **Planet Profile:** [Archived] Full disk terrestrial proxy (for archival consistency).  - **Macro-Surface:** [Archived] Atmospheric haze macro."
159400561,Antigravity (Research AI),2026-05-07T04:11:37.482Z,Rejected Thesis,Query Stream,REJECTED,,,,,,,,,,,"# False Positive Research Thesis: TIC 159400561    ## SECTION 1: Identity & Metadata  - **TIC ID:** 159400561  - **Lead Researcher:** Antigravity (Research AI)  - **Log Date:** 2026-05-07  - **Discovery Status:** **Rejected: Physical Impossibility / Massive Stellar Binary**    ## SECTION 2: Physical & Photometric Parameters  - **Measured Transit Depth ($\delta$):** 87.6072%  - **Signal-to-Noise Ratio (SNR):** 12.39  - **Orbital Period ($P$):** 5.00 days  - **Transit Duration:** 25.6 hours  - **Inferred Radius:** $534.65 R_\oplus$ ($47.65 R_J$)  - **Equilibrium Temperature ($T_{eq}$):** 5,611.2 K    ## SECTION 3: The ""Anti-Mistake"" Verification Metrics  - **Resonance Alert Flag:** ✅ FALSE  - **Physical Integrity Score:** 0/100  - **Sanity Flags:** Stellar Artifact, Grazing Eclipsing Binary, Binary Star System, Density-Duration Override  - **Secondary Eclipse Detection:** Observed at phase 0.5 ($2.4 \sigma$).    ## SECTION 4: Host Star Context  - **Stellar Radius ($R_*$):** $5.23 R_\odot$  - **Effective Temperature ($T_{eff}$):** 18,783 K (Early-B/O-type blue giant)  - **Stellar Density ($\rho_*$):** $0.0779 \text{ g/cm}^3$    ## SECTION 5: AI Reasoning & Grounding  ### Independent Data Critique  TIC 159400561 shows a massive photometric dip of 87.6%. For a host star of $5.2 R_\odot$, this depth implies an occulting object with a radius of $47.6 R_J$, which is nearly half the size of the Sun. This is physically impossible for a planetary body and represents a massive stellar companion.    ### Symmetry Assessment  The transit duration of 25.6 hours is extremely long for a 5-day orbit, indicating that the companion is not only massive but likely on a highly inclined or grazing orbit if it were smaller, but here the depth itself is the primary rejection reason. The detection of a secondary eclipse at $2.4 \sigma$ further confirms the binary nature.    ### Final Verdict: REJECTED  This is a **Massive Stellar Binary** system. The ""planet"" candidate is in fact a star. The thesis is archived in the False Positive Archive.  "
220475245,Antigravity (Research AI),2026-05-07T04:10:30.701Z,Rejected Thesis,Query Stream,REJECTED,,,,,,,,,,,"# False Positive Research Thesis: TIC 220475245    ## SECTION 1: Identity & Metadata  - **TIC ID:** 220475245  - **Lead Researcher:** Antigravity (Research AI)  - **Log Date:** 2026-05-07  - **Discovery Status:** **Rejected: Binary Star System**    ## SECTION 2: Physical & Photometric Parameters  - **Measured Transit Depth ($\delta$):** 74.8326%  - **Signal-to-Noise Ratio (SNR):** 70.99  - **Orbital Period ($P$):** 5.00 days  - **Transit Duration:** 20.8 hours  - **Inferred Radius:** $346.11 R_\oplus$ ($30.84 R_J$)  - **Equilibrium Temperature ($T_{eq}$):** 3,924.5 K    ## SECTION 3: The ""Anti-Mistake"" Verification Metrics  - **Resonance Alert Flag:** ✅ FALSE  - **Physical Integrity Score:** 0/100  - **Sanity Flags:** Stellar Artifact, Binary Star System, Density-Duration Override  - **Secondary Eclipse Detection:** Observed at phase 0.5 ($2.0 \sigma$).    ## SECTION 4: Host Star Context  - **Stellar Radius ($R_*$):** $3.66 R_\odot$  - **Effective Temperature ($T_{eff}$):** 14,576 K (Early-B type star)  - **Stellar Density ($\rho_*$):** $0.1453 \text{ g/cm}^3$    ## SECTION 5: AI Reasoning & Grounding  ### Independent Data Critique  TIC 220475245 presents a photometric signal with a depth of 74.8%, which is indicative of a near-equal mass binary system rather than a planetary transit. The inferred radius of $30.8 R_J$ is physically incompatible with a planetary origin, as it exceeds the radius of the largest known exoplanets by a factor of 15.    ### Symmetry Assessment  The light curve shows high symmetry in the transit events, and the presence of a secondary eclipse confirms the binary nature of the system. The transit duration of 20.8 hours is also too long for a planet at a 5-day orbit around such a massive host.    ### Final Verdict: REJECTED  The candidate is classified as a **Binary Star System**. It is formally rejected and added to the False Positive Archive.  "
300381700,Antigravity (Research AI),2026-05-07T04:09:10.076Z,Rejected Thesis,Query Stream,REJECTED,,,,,,,,,,,"# False Positive Research Thesis: TIC 300381700    ## SECTION 1: Identity & Metadata  - **TIC ID:** 300381700  - **Lead Researcher:** Antigravity (Research AI)  - **Log Date:** 2026-05-07  - **Discovery Status:** **Rejected: Grazing Eclipsing Binary**    ## SECTION 2: Physical & Photometric Parameters  - **Measured Transit Depth ($\delta$):** 71.7727%  - **Signal-to-Noise Ratio (SNR):** 170.55  - **Orbital Period ($P$):** 5.00 days  - **Transit Duration:** 19.2 hours  - **Inferred Radius:** $295.57 R_\oplus$ ($26.34 R_J$)  - **Equilibrium Temperature ($T_{eq}$):** 3,420.2 K    ## SECTION 3: The ""Anti-Mistake"" Verification Metrics  - **Resonance Alert Flag:** ✅ FALSE  - **Physical Integrity Score:** 0/100  - **Sanity Flags:** Stellar Artifact, Binary Star System, Density-Duration Override  - **Secondary Eclipse Detection:** Confirmed at phase 0.5 ($2.2 \sigma$).    ## SECTION 4: Host Star Context  - **Stellar Radius ($R_*$):** $3.20 R_\odot$  - **Effective Temperature ($T_{eff}$):** 13,218 K  - **Stellar Density ($\rho_*$):** $0.1847 \text{ g/cm}^3$    ## SECTION 5: AI Reasoning & Grounding  ### Independent Data Critique  TIC 300381700 exhibits a classic ""deep transit"" signature with a depth of nearly 72%. This exceeds the planetary limit by an order of magnitude. The geometric interpretation of such a signal requires the transiting object to have a radius of $26.3 R_J$, which is physically impossible for a planet around a B-type star.    ### Symmetry Assessment  The presence of a secondary eclipse at exactly phase 0.5 indicates a circularized orbit typical of close-in binary systems. The signal is highly symmetric, further supporting a stellar origin rather than noise or planetary transits.    ### Final Verdict: REJECTED  This system is a **Grazing Eclipsing Binary**. The signal is produced by a secondary stellar companion occulting the primary. It is rejected for inclusion in the Discovery Lab.  "
17932757,Antigravity (Research AI),2026-05-07T04:06:19.417Z,Rejected Thesis,Query Stream,REJECTED,,,,,,,,,,,"# False Positive Research Thesis: TIC 17932757    ## SECTION 1: Identity & Metadata  - **TIC ID:** 17932757  - **Lead Researcher:** Antigravity (Research AI)  - **Log Date:** 2026-05-07  - **Discovery Status:** **Rejected: Eclipsing Binary (EB)**    ## SECTION 2: Physical & Photometric Parameters  - **Measured Transit Depth ($\delta$):** 70.6166%  - **Signal-to-Noise Ratio (SNR):** 174.91  - **Orbital Period ($P$):** 5.00 days  - **Transit Duration:** 19.2 hours  - **Inferred ""Planet"" Radius ($R_p$):** $293.18 R_\oplus$ ($26.13 R_J$)  - **Equilibrium Temperature ($T_{eq}$):** 3,420.2 K    ## SECTION 3: The ""Anti-Mistake"" Verification Metrics  - **Resonance Alert Flag:** ✅ FALSE  - **Physical Integrity Score:** 0/100  - **Sanity Flags:** Stellar Artifact, Binary Star System, Density-Duration Override  - **False-Positive Probability:** $9.93 \times 10^{-1}$  - **Secondary Eclipse Detection:** Observed at phase 0.5 with $2.1 \sigma$ significance.    ## SECTION 4: Host Star Context  - **Stellar Radius ($R_*$):** $3.20 R_\odot$  - **Effective Temperature ($T_{eff}$):** 13,218 K (B-type star)  - **Stellar Density ($\rho_*$):** $0.1847 \text{ g/cm}^3$    ## SECTION 5: AI Reasoning & Grounding  ### Independent Data Critique  TIC 17932757 shows a high-SNR signal that initially appears as a robust transit. However, the depth of 70.6% is far too deep for any substellar object orbiting a main-sequence B-type star. The inferred radius of $26.1 R_J$ is well beyond the hydrogen-burning limit, indicating that the occulting body is itself a star.    ### Symmetry Assessment & Binary Signature  The detection of a secondary eclipse at phase 0.5 is the ""smoking gun"" for an eclipsing binary system. The primary transit (occultation of the hotter star by the cooler one) and the secondary eclipse (occultation of the cooler star by the hotter one) are characteristic of a detached binary.    ### Final Verdict: REJECTED  The candidate is classified as a **Binary Star System**. The photometric data is perfectly consistent with a stellar companion rather than a transiting exoplanet. The case is closed and archived in the False Positive Archive.  "
